,xPos,yPos,zPos,Energy,Efficiency
0,0.0,150.0,0.0,0.04652,0.00146675
1,0.0,155.0,0.0,0.04652,0.00138495
2,0.0,160.0,0.0,0.04652,0.00132015
3,0.0,165.0,0.0,0.04652,0.00122875
4,0.0,170.0,0.0,0.04652,0.00117155
5,0.0,175.0,0.0,0.04652,0.0010954
6,0.0,180.0,0.0,0.04652,0.0010467
7,0.0,185.0,0.0,0.04652,0.00099225
8,0.0,190.0,0.0,0.04652,0.000953
9,0.0,195.0,0.0,0.04652,0.00090795
10,0.0,200.0,0.0,0.04652,0.00086255
11,0.0,205.0,0.0,0.04652,0.00082825
12,0.0,210.0,0.0,0.04652,0.000798
13,0.0,215.0,0.0,0.04652,0.0007461
14,0.0,220.0,0.0,0.04652,0.0007221
15,0.0,225.0,0.0,0.04652,0.00069305
16,0.0,230.0,0.0,0.04652,0.00065945
17,0.0,235.0,0.0,0.04652,0.00063905
18,0.0,240.0,0.0,0.04652,0.00061265
19,0.0,245.0,0.0,0.04652,0.0005882
20,0.0,250.0,0.0,0.04652,0.00056965
21,0.0,255.0,0.0,0.04652,0.00054455
22,0.0,260.0,0.0,0.04652,0.0005279
23,0.0,265.0,0.0,0.04652,0.0005036
24,0.0,270.0,0.0,0.04652,0.00049445
25,0.0,275.0,0.0,0.04652,0.00046785
26,0.0,280.0,0.0,0.04652,0.00046305
27,0.0,285.0,0.0,0.04652,0.00044275
28,0.0,290.0,0.0,0.04652,0.0004264
29,0.0,295.0,0.0,0.04652,0.00041665
30,0.0,300.0,0.0,0.04652,0.00040225
31,0.0,305.0,0.0,0.04652,0.0003816
32,0.0,310.0,0.0,0.04652,0.0003766
33,0.0,315.0,0.0,0.04652,0.0003641
34,0.0,320.0,0.0,0.04652,0.0003557
35,0.0,325.0,0.0,0.04652,0.0003421
36,0.0,330.0,0.0,0.04652,0.00033835
37,0.0,335.0,0.0,0.04652,0.00032835
38,0.0,340.0,0.0,0.04652,0.00031755
39,0.0,345.0,0.0,0.04652,0.00029985
40,0.0,350.0,0.0,0.04652,0.00029235
41,0.0,355.0,0.0,0.04652,0.0002846
42,0.0,360.0,0.0,0.04652,0.0002768
43,0.0,365.0,0.0,0.04652,0.00026985
44,0.0,370.0,0.0,0.04652,0.0002708
45,0.0,375.0,0.0,0.04652,0.0002613
46,0.0,380.0,0.0,0.04652,0.0002523
47,0.0,385.0,0.0,0.04652,0.00024945
48,0.0,390.0,0.0,0.04652,0.00024255
49,0.0,395.0,0.0,0.04652,0.0002289
50,0.0,400.0,0.0,0.04652,0.00022385
51,0.0,405.0,0.0,0.04652,0.0002227
52,0.0,410.0,0.0,0.04652,0.00021555
53,0.0,415.0,0.0,0.04652,0.0002158
54,0.0,420.0,0.0,0.04652,0.0002063
55,0.0,425.0,0.0,0.04652,0.00020435
56,0.0,430.0,0.0,0.04652,0.00020025
57,0.0,435.0,0.0,0.04652,0.0001911
58,0.0,440.0,0.0,0.04652,0.00019625
59,0.0,445.0,0.0,0.04652,0.0001919
60,0.0,450.0,0.0,0.04652,0.000176
61,0.0,455.0,0.0,0.04652,0.0001779
62,0.0,460.0,0.0,0.04652,0.00017195
63,0.0,465.0,0.0,0.04652,0.0001701
64,0.0,470.0,0.0,0.04652,0.00016735
65,0.0,475.0,0.0,0.04652,0.0001662
66,0.0,480.0,0.0,0.04652,0.00016075
67,0.0,485.0,0.0,0.04652,0.00015435
68,0.0,490.0,0.0,0.04652,0.0001473
69,0.0,495.0,0.0,0.04652,0.00015045
70,0.0,500.0,0.0,0.04652,0.0001508
71,0.0,505.0,0.0,0.04652,0.0001421
72,0.0,510.0,0.0,0.04652,0.00014315
73,0.0,515.0,0.0,0.04652,0.00013935
74,0.0,520.0,0.0,0.04652,0.0001358
75,0.0,525.0,0.0,0.04652,0.00013585
76,0.0,530.0,0.0,0.04652,0.00013545
77,0.0,535.0,0.0,0.04652,0.00012815
78,0.0,540.0,0.0,0.04652,0.0001259
79,0.0,545.0,0.0,0.04652,0.00012535
80,0.0,550.0,0.0,0.04652,0.00012615
81,0.0,555.0,0.0,0.04652,0.00012275
82,0.0,560.0,0.0,0.04652,0.0001148
